month,Luxury,floors,bedrooms,bathrooms,basement,view,waterfront,condition,sqft_lot,sqft_living,sqft_above,yr_built,renovated,lat,long,dist_to_center,price
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",1,0,0,B,21.762434422449097,9.475376244233603,3.7262171068528365,"[1949.50, 1994.50)",0,47.5658,-122.292,0.08263185958927319,3.8978390987779132
"[7.50, inf)",1,"[1.75, inf)","[4.50, inf)","[2.75, 3.25)",1,0,0,C,26.287214980713443,12.259193576243225,4.07105870880439,"(-inf, 1940.50)",0,47.6295,-122.285,0.08230529296327982,3.986318027919423
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,23.028945657027105,9.085835787650108,3.7159027994509755,"[1949.50, 1994.50)",0,47.7193,-122.184,0.13272188642519328,3.9114108447517446
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,C,22.743894294012023,9.735336687321395,3.806226956629044,"[1949.50, 1994.50)",0,47.5139,-122.18699999999998,0.08017303925099245,3.905633351687994
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",0,0,0,B,20.420511396959885,11.461324459825876,4.006080332646826,"[1994.50, 2009.50)",0,47.473,-122.193,0.11845433567164027,3.932299600405639
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,17.534989800052504,10.48881905624131,3.8999979246205743,"[1994.50, 2009.50)",0,47.6726,-122.298,0.11874257174640682,3.9387872344369534
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,19.363915938902444,10.052985622894797,3.8471080528995496,"[1949.50, 1994.50)",0,47.3908,-122.167,0.2041976415358724,3.8945732966023265
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[2.75, 3.25)",1,0,0,B,16.294663809047687,10.45375978137629,3.809573585503562,"[1994.50, 2009.50)",0,47.6543,-122.373,0.1725976835783207,3.928233539925076
"[7.50, inf)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,20.66618723658438,10.65538313199932,3.762970034316012,"(-inf, 1940.50)",0,47.6521,-122.413,0.20956437856521326,3.9387872344369534
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,23.04859633030964,9.290691272253406,3.7454196652764478,"[1949.50, 1994.50)",1,47.669999999999995,-122.155,0.09895477795226117,3.9317178444021295
"[7.50, inf)",0,"[1.25, 1.75)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,21.128906613942892,9.894812761652068,3.8270071366235894,"(-inf, 1940.50)",0,47.535000000000004,-122.359,0.15600873396911372,3.8978390987779132
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","[1.75, 2.75)",1,0,0,C,22.188674662856485,9.88300373353301,3.7050529981583473,"[1940.50, 1949.50)",0,47.7004,-122.371,0.19294756785481176,3.9229237213974635
"[4.50, 7.50)",1,"[1.25, 1.75)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,C,21.128906613942892,9.589186661365732,3.786715887796446,"(-inf, 1940.50)",0,47.612100000000005,-122.294,0.08409909669625144,3.936033417159843
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,22.86550190746877,10.523268337681834,3.9040286071181165,"[1994.50, 2009.50)",0,47.7173,-122.338,0.17863230719818754,3.930445352690813
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,A,25.11150752172627,10.514711995879125,3.797598951164356,"[1949.50, 1994.50)",0,47.512,-122.16,0.09406551379723815,3.91863480949065
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,C,23.533574450032233,10.418067547286554,3.8916525619427755,"[1949.50, 1994.50)",0,47.3202,-122.384,0.31927228605028146,3.8968659748281453
"[4.50, 7.50)",1,"[1.25, 1.75)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,23.865556227078354,9.952798153656392,3.8028215375353187,"(-inf, 1940.50)",0,47.55910000000001,-122.295,0.08762165458199886,3.93197366855013
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[2.75, 3.25)",0,0,0,B,23.190260495317418,11.48799936722921,4.008778487040077,"[1994.50, 2009.50)",0,47.284600000000005,-122.34100000000001,0.3309554297683047,3.929672631206445
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,22.805327293754285,10.497487694418226,3.8028215375353187,"[1949.50, 1994.50)",0,47.3082,-122.372,0.3233983563967019,3.907165439216285
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,21.86586341803535,8.974291152902369,3.699410944649552,"[1949.50, 1994.50)",0,47.691,-122.303,0.13550792270814893,3.8978390987779132
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,0,0,B,19.174879458129105,11.367957168795783,3.9561727480530493,"[1994.50, 2009.50)",0,47.5519,-122.001,0.2152769581588549,3.947028170536905
"[7.50, inf)",0,"[1.75, inf)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,A,16.543775441980756,10.009095737817898,3.841580369757405,"[1949.50, 1994.50)",0,47.5184,-122.196,0.07334571550387747,3.907165439216285
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",0,0,0,C,27.857295322022633,11.725619903466518,4.032353145906169,"[1949.50, 1994.50)",0,47.6209,-122.237,0.03935826170778894,3.9754498639269555
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,22.587665994394776,10.497487694418226,3.830012880053361,"[1949.50, 1994.50)",0,47.3088,-122.34100000000001,0.30878315647014287,3.906207654285449
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,C,24.08634872490102,9.835030484240171,3.8192786589117422,"[1949.50, 1994.50)",0,47.3242,-122.144,0.2743647593831571,3.887072594380809
"[7.50, inf)",0,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,0,0,B,20.538735574881883,11.25832447164191,3.927325751326281,"[1994.50, 2009.50)",0,47.4482,-122.206,0.14173637554516008,3.9232102992182365
"[7.50, inf)",1,"[1.75, inf)","(-inf, 2.50)","[1.75, 2.75)",1,0,0,B,15.47058727023013,9.835030484240171,3.7287175959012977,"[1994.50, 2009.50)",0,47.6853,-122.35599999999998,0.17204150010240724,3.9372877674675557
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[2.75, 3.25)",1,1,0,B,23.231080569695596,12.320691630774343,4.00770467595673,"[1994.50, 2009.50)",0,47.56550000000001,-122.129,0.08735861816859859,3.9622969580220007
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,30.33926854000968,10.009095737817898,3.841580369757405,"[1949.50, 1994.50)",0,47.5659,-121.863,0.3507333739589087,3.921752439265729
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[3.25, inf)",0,0,0,B,15.324467821936905,9.941339442004942,3.832971781067384,"[1994.50, 2009.50)",0,47.67669999999999,-122.291,0.11684913827294803,3.9222454132550237
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,22.263129191271,10.052985622894797,3.7050529981583473,"[1949.50, 1994.50)",1,47.2802,-122.211,0.3095732862500215,3.8954612894300342
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",1,0,0,C,19.61414943198471,11.356688919901542,3.9374906991212937,"[1994.50, 2009.50)",0,47.6645,-122.291,0.1080805438914226,3.9578742693331166
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,C,23.841851509822956,10.951876477934254,3.952446395982692,"[1949.50, 1994.50)",0,47.6861,-122.19800000000001,0.09748128075382578,3.9481382417858835
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,A,25.580618601173512,10.702751161341402,3.9246884388848353,"[1949.50, 1994.50)",0,47.483,-122.164,0.11744131828771022,3.9227313061156552
"[4.50, 7.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,24.492506673876818,10.209282749822647,3.866487810993504,"[1994.50, 2009.50)",0,47.3879,-122.032,0.2710767259806727,3.911075445092262
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,A,24.09137137070083,9.835030484240171,3.8192786589117422,"[1949.50, 1994.50)",0,47.6644,-122.144,0.10158764609379194,3.9280696437970937
"[4.50, 7.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,24.607150052540945,10.248932497688541,3.718529655766038,"[1949.50, 1994.50)",0,47.6074,-122.125,0.0896710583094335,3.9196002366761666
"[7.50, inf)",1,"[1.25, 1.75)","[3.50, 4.50)","[2.75, 3.25)",1,0,0,C,22.608019220369172,11.240464772232832,3.930780942028726,"(-inf, 1940.50)",0,47.6968,-122.3,0.13798136895329902,3.9381962020951145
"[4.50, 7.50)",0,"[1.75, inf)","[3.50, 4.50)","[2.75, 3.25)",0,0,0,B,22.002414101648608,10.344685526101777,3.8829003070808508,"[1949.50, 1994.50)",0,47.3701,-122.041,0.2789450520223997,3.9183069009961615
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",0,0,0,B,23.360753128952283,9.906549949751442,3.8285159483373703,"[1949.50, 1994.50)",0,47.7712,-122.339,0.22093866185226177,3.9152076938629423
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",1,0,0,C,24.05276744965844,9.602945439769274,3.6126541004427217,"(-inf, 1940.50)",0,47.5341,-122.279,0.0864023842224021,3.91207239564716
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,19.80264283179422,10.77928600655856,3.9333277929738584,"[1994.50, 2009.50)",0,47.70719999999999,-122.232,0.11897253920389592,3.9390059616740087
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,24.95615622253386,9.53313417039717,3.7262171068528365,"[1949.50, 1994.50)",0,47.6321,-122.034,0.1838601261514261,3.919174495729541
"[7.50, inf)",1,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",1,0,0,B,20.902041143120123,10.199243511658299,3.809573585503562,"[1940.50, 1949.50)",0,47.6627,-122.276,0.09642726173372958,3.9359051491346406
"[4.50, 7.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,21.474980947636126,11.019646195342748,3.848464845513297,"[1949.50, 1994.50)",0,47.680899999999994,-122.28599999999999,0.11681523456314412,3.939652889243935
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[2.75, 3.25)",1,0,0,B,17.309963302760792,11.078758459673773,3.918374838815211,"(-inf, 1940.50)",0,47.6227,-122.32299999999998,0.11490035015672473,3.94645447726544
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",0,0,0,B,19.61414943198471,9.561367012438568,3.782950166845842,"[1949.50, 1994.50)",0,47.6916,-122.379,0.19481361188725724,3.924332764043386
"[4.50, 7.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,20.470476371778414,9.85916644680374,3.7608577543954698,"[1940.50, 1949.50)",0,47.6567,-122.397,0.1958706217718055,3.9347263820095284
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,29.050911294010874,9.643635474675454,3.7940379505269703,"[1949.50, 1994.50)",0,47.2574,-122.072,0.3610077376469335,3.9032097915868205
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[3.25, inf)",1,1,0,C,30.32995418717937,11.204270202510331,3.8916525619427755,"[1994.50, 2009.50)",0,47.3541,-122.453,0.3364183847474369,3.9281516946452673
"[4.50, 7.50)",0,"(-inf, 1.25)","[4.50, inf)","(-inf, 1.25)",0,0,0,B,27.61967246011999,9.748085354413838,3.80790750328147,"[1949.50, 1994.50)",1,47.3885,-122.284,0.21344988878171559,3.894635324292342
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,A,20.66618723658438,9.224868253434266,3.7360424402991055,"(-inf, 1940.50)",0,47.6585,-122.36300000000001,0.16506992994084033,3.924607595956246
"[7.50, inf)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,1,0,A,19.840491838366713,10.531787918172197,3.7608577543954698,"[1949.50, 1994.50)",0,47.5671,-122.405,0.193412513663437,3.9525774065935635
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,A,19.60259201056248,10.390868423562573,3.7587230933684137,"(-inf, 1940.50)",0,47.657199999999996,-122.333,0.1377181459638984,3.9446479419002243
"[7.50, inf)",0,"(-inf, 1.25)","[4.50, inf)","[1.75, 2.75)",1,0,0,B,23.10719127419065,10.965613364030817,3.8028215375353187,"[1949.50, 1994.50)",0,47.557,-122.308,0.10056757967451356,3.92214739087187
"[7.50, inf)",1,"[1.25, 1.75)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,19.132265976349565,10.679207638821634,3.837325176866874,"(-inf, 1940.50)",0,47.6025,-122.303,0.09097507643310757,3.9322274585325876
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",1,0,0,C,22.552419910349123,9.952798153656392,3.738427271508622,"[1949.50, 1994.50)",0,47.3427,-122.281,0.2562754466225439,3.892491181417045
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,24.049961362534898,10.179009042944491,3.8627708506619776,"[1940.50, 1949.50)",0,47.4753,-122.342,0.1725234074640314,3.9086362665723446
"[7.50, inf)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",0,1,0,B,27.88578209007785,10.69493411455208,3.9238003704717457,"[1949.50, 1994.50)",0,47.5904,-122.177,0.035925919535313995,3.9369789095316627
"[7.50, inf)",1,"(-inf, 1.25)","[4.50, inf)","[1.75, 2.75)",1,0,0,B,22.01012680420513,10.418067547286554,3.756565612855153,"[1949.50, 1994.50)",0,47.6821,-122.283,0.11591582947927176,3.9381962020951145
"[7.50, inf)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,A,30.33926854000968,10.73371719522911,3.9281960286396815,"[1949.50, 1994.50)",0,47.7361,-122.046,0.22198119961510132,3.9331527744890127
"[7.50, inf)",0,"[1.75, inf)","(-inf, 2.50)","[1.75, 2.75)",1,0,0,B,14.540946886231097,9.547303039156583,3.7287175959012977,"[1994.50, 2009.50)",0,47.5877,-122.316,0.10310038042935442,3.916382047640243
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",1,0,0,B,23.559017435098294,9.810587934206744,3.684612651199481,"[1949.50, 1994.50)",0,47.7443,-122.325,0.19089838765570621,3.9114108447517446
"[7.50, inf)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,A,20.164053777268432,10.48881905624131,3.7431153214500386,"(-inf, 1940.50)",0,47.6699,-122.317,0.13135379206969885,3.932299600405639
"[4.50, 7.50)",0,"[1.25, 1.75)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,23.588576646932598,9.822848039551102,3.7691767917251138,"[1949.50, 1994.50)",0,47.478,-122.278,0.12933405245846807,3.8948434537642225
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.25, 1.75)",1,0,0,C,23.915577349484415,10.809099651175684,3.782950166845842,"[1949.50, 1994.50)",0,47.5212,-122.339,0.14351849119932883,3.910736892972165
"[7.50, inf)",0,"[1.75, inf)","[4.50, inf)","[1.25, 1.75)",1,0,0,B,14.31214515699772,9.547303039156583,3.747698277151229,"[1994.50, 2009.50)",0,47.5758,-122.309,0.09708957604100685,3.9194942946631355
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[2.75, 3.25)",0,0,0,B,24.998740437900036,11.032932005769347,3.9612550577543053,"[1949.50, 1994.50)",0,47.5826,-122.028,0.18505919550564634,3.9411785395667316
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,22.444768107634054,10.726020522818807,3.801096185076261,"[1949.50, 1994.50)",0,47.7244,-122.326,0.17582082768577934,3.9187976039149897
"[7.50, inf)",1,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,1,0,A,22.23865704465869,11.059245180914749,3.834434080432915,"[1940.50, 1949.50)",0,47.6723,-122.263,0.09653814336889097,3.9496560223321433
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,0,0,B,20.13988045906588,11.27014489051259,3.927325751326281,"[1994.50, 2009.50)",0,47.66400000000001,-122.402,0.20312952511062696,3.947599424120845
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,C,23.740882840439475,9.208044719743583,3.733629625575324,"(-inf, 1940.50)",1,47.3127,-122.002,0.34821501791840387,3.890224502762932
"[7.50, inf)",1,"[1.75, inf)","[4.50, inf)","(-inf, 1.25)",0,0,0,B,20.470476371778414,11.16121556821885,3.9749792515887825,"(-inf, 1940.50)",0,47.6025,-122.313,0.10088635966117436,3.937593566289936
"[4.50, 7.50)",0,"[1.75, inf)","[3.50, 4.50)","(-inf, 1.25)",0,0,0,B,24.22448213400841,11.210347352798703,3.9801662657263455,"[1949.50, 1994.50)",0,47.374100000000006,-122.14999999999999,0.22465833497685808,3.924143653550178
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,23.21070269289198,10.063804831660775,3.848464845513297,"[1940.50, 1949.50)",0,47.5568,-122.382,0.17226367424034283,3.9169633409227225
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,30.15213030603844,9.561367012438568,3.782950166845842,"[1949.50, 1994.50)",0,47.42600000000001,-122.15399999999998,0.17404409162886292,3.9043603923004295
"[7.50, inf)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,A,20.143039236002835,10.229207992172096,3.756565612855153,"(-inf, 1940.50)",0,47.6717,-122.295,0.11597427140923369,3.9390785240939215
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,18.593446801232545,10.219270729073658,3.7454196652764478,"[1994.50, 2009.50)",0,47.7364,-121.969,0.2846019610355214,3.913986605442167
"[7.50, inf)",1,"[1.25, 1.75)","[4.50, inf)","(-inf, 1.25)",0,0,0,B,19.4691391471579,9.602945439769274,3.7885721254680704,"(-inf, 1940.50)",0,47.6605,-122.324,0.1316882668244532,3.930445352690813
"[7.50, inf)",0,"[1.75, inf)","[4.50, inf)","[3.25, inf)",0,0,0,C,30.33926854000968,12.026713622548737,4.061076611107755,"[1940.50, 1949.50)",0,47.1879,-121.973,0.46803752465136944,3.9274057232672708
"[7.50, inf)",0,"[1.75, inf)","[4.50, inf)","[3.25, inf)",0,0,0,B,22.798530545665905,10.973810890061337,3.9548407076290455,"[1994.50, 2009.50)",0,47.30449999999999,-122.211,0.2852737936091843,3.9124635432802513
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,C,22.53826633379376,9.489981544517281,3.773210234701651,"[1949.50, 1994.50)",0,47.3724,-122.277,0.22661588188899212,3.8904570464891353
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",0,0,0,B,24.1904899718845,11.689860785172383,4.0288576172127115,"[1994.50, 2009.50)",0,47.5198,-122.156,0.09019619351169259,3.9565803657136
"[4.50, 7.50)",0,"[1.25, 1.75)","(-inf, 2.50)","(-inf, 1.25)",1,0,0,C,18.741306216184114,10.248932497688541,3.7587230933684137,"(-inf, 1940.50)",0,47.6757,-122.362,0.17207314233856813,3.92765627315367
"[7.50, inf)",1,"[1.25, 1.75)","[4.50, inf)","[1.25, 1.75)",1,0,0,C,24.875654229738306,10.93109432898905,3.921108679348383,"[1940.50, 1949.50)",0,47.71210000000001,-122.332,0.17071978674733812,3.9340518347630717
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,20.66618723658438,9.067704196461369,3.7132425074508926,"[1949.50, 1994.50)",0,47.7518,-122.279,0.17498887537269087,3.913359898196657
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,18.32019879702038,9.894812761652068,3.7050529981583473,"[1949.50, 1994.50)",0,47.6804,-122.31899999999999,0.13952481272946993,3.927572969081959
"[4.50, 7.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,0,0,C,22.60521576149323,10.631270556024896,3.790411019941969,"[1949.50, 1994.50)",0,47.7222,-122.168,0.13984366188072486,3.9283151805636125
"[7.50, inf)",0,"[1.25, 1.75)","[3.50, 4.50)","(-inf, 1.25)",1,0,0,C,27.695139894400647,10.874604938658345,3.889504041439171,"(-inf, 1940.50)",0,47.5318,-122.28599999999999,0.0932783299648243,3.9259487211980124
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",0,0,0,B,25.424520429286613,9.547303039156583,3.7810400560184454,"[1949.50, 1994.50)",0,47.607,-122.132,0.08273492422144542,3.9207955997215755
"[7.50, inf)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,23.281115899575504,10.946355456549833,3.951842487355653,"[2009.50, inf)",0,47.35189999999999,-122.197,0.23839950542351204,3.922873030369301
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,C,18.936343751141017,9.049393997931366,3.710547991627614,"[1949.50, 1994.50)",0,47.3822,-122.318,0.232649800545358,3.8809681370989644
"[7.50, inf)",1,"(-inf, 1.25)","[4.50, inf)","[1.75, 2.75)",1,0,0,B,23.235529700578336,10.853006122028278,3.804531713781818,"[1949.50, 1994.50)",0,47.7021,-122.287,0.13456011123707168,3.9377150414591533
"[7.50, inf)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,14.587832400408486,9.630168398118995,3.792232865831295,"[1994.50, 2009.50)",0,47.67040000000001,-122.391,0.19548398862884964,3.9289210544097966
"[7.50, inf)",0,"[1.25, 1.75)","[3.50, 4.50)","[1.25, 1.75)",0,0,0,B,22.12846538198205,9.785830561964023,3.8128632574840187,"(-inf, 1940.50)",0,47.5518,-122.311,0.10517193648500105,3.9133535749642427
"[7.50, inf)",1,"[1.75, inf)","[2.50, 3.50)","[2.75, 3.25)",0,0,0,B,18.593446801232545,10.73371719522911,3.9281960286396815,"[1949.50, 1994.50)",0,47.696299999999994,-122.348,0.1720340724097617,3.9337090636633985
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,20.902041143120123,9.918216203212637,3.7543848618770075,"[1949.50, 1994.50)",0,47.7336,-122.339,0.19126922261392276,3.9171682153229614
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,24.002076174076084,10.063804831660775,3.806226956629044,"[1949.50, 1994.50)",0,47.7601,-122.167,0.1764139927799384,3.921252195803426
"[4.50, 7.50)",1,"[1.25, 1.75)","[2.50, 3.50)","[1.25, 1.75)",1,0,0,A,20.66618723658438,10.248932497688541,3.7993554078072,"(-inf, 1940.50)",0,47.6652,-122.362,0.16707731816408164,3.9441379889113755
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,22.692243747519516,9.997966347518231,3.8401726326988914,"[1949.50, 1994.50)",0,47.7198,-122.182,0.13365838245129819,3.9100501146035436
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",0,0,0,B,21.061745568694334,11.477370733506211,4.00770467595673,"[1994.50, 2009.50)",0,47.593300000000006,-122.00699999999999,0.20595064847637373,3.937410451022402
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,0,0,B,20.572080818989757,11.5247748042694,3.9569082519795877,"[2009.50, inf)",0,47.7184,-122.156,0.14066374741216053,3.9469370496620955
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",1,0,0,B,23.13499984570566,10.598659584585514,3.7791113463645347,"[1949.50, 1994.50)",0,47.521499999999996,-122.275,0.09227302695049393,3.8948434537642225
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,C,20.267998097297635,8.935565793288282,3.6936144552940093,"[1940.50, 1949.50)",0,47.5274,-122.379,0.17740387413597436,3.914234220652252
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,22.678399153311755,10.39997652990733,3.795826554428269,"[1949.50, 1994.50)",0,47.773399999999995,-122.359,0.23464914684754604,3.920229110061132
"[4.50, 7.50)",1,"[1.25, 1.75)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,21.039190271262278,10.823842016792707,3.811225429782351,"(-inf, 1940.50)",0,47.63649999999999,-122.361,0.15527886425803938,3.9482660702829633
"[4.50, 7.50)",1,"(-inf, 1.25)","(-inf, 2.50)","[1.75, 2.75)",1,1,1,B,30.33926854000968,11.059245180914749,3.8270071366235894,"[1940.50, 1949.50)",1,47.3276,-122.38899999999998,0.3158096779266959,3.9287203461660916
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,1,0,C,24.344266257496493,10.557129347987969,3.7608577543954698,"[1940.50, 1949.50)",0,47.5885,-122.248,0.03510253676947201,3.941847304347839
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",0,0,0,B,23.26469114239371,9.369853087099374,3.756565612855153,"[1949.50, 1994.50)",0,47.363200000000006,-122.11,0.2488480523020809,3.8880688230049905
"[7.50, inf)",1,"(-inf, 1.25)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,B,21.20060679530262,10.063804831660775,3.848464845513297,"[1994.50, 2009.50)",0,47.713,-122.033,0.21807710261780847,3.9319372474676904
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,20.251491643670686,10.08526427412944,3.8511492033829398,"[1994.50, 2009.50)",0,47.4794,-122.182,0.11461682022279064,3.9093500624869044
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,22.795129455894855,9.785830561964023,3.75218037637681,"[1949.50, 1994.50)",0,47.4892,-122.182,0.10521338227332716,3.9079082323613963
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,22.543223688614862,11.091663887842872,3.967571091497879,"[1994.50, 2009.50)",0,47.535399999999996,-121.869,0.3481910575540975,3.9353867328244974
